disease,symptom_list,precaution,doctor_type
Varicose Veins,"bruising, fatigue, obesity, prominent_veins_on_calf, swollen_blood_vessels, swollen_legs","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",General Physician
Varicose Veins,"cramps, fatigue, obesity, prominent_veins_on_calf, swollen_blood_vessels, swollen_legs","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",General Physician
Varicose Veins,"bruising, cramps, fatigue, prominent_veins_on_calf, swollen_blood_vessels, swollen_legs","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",General Physician
Varicose Veins,"bruising, cramps, fatigue, obesity, prominent_veins_on_calf, swollen_blood_vessels","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",General Physician
Varicose Veins,"bruising, cramps, fatigue, obesity, prominent_veins_on_calf, swollen_legs","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",General Physician
Varicose Veins,"bruising, cramps, fatigue, obesity, swollen_blood_vessels, swollen_legs","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",General Physician
Varicose Veins,"bruising, cramps, fatigue, obesity, prominent_veins_on_calf, swollen_legs","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",General Physician
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, fatigue, irritability, lethargy, mood_swings, puffy_face_and_eyes, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, fatigue, irritability, lethargy, mood_swings, puffy_face_and_eyes, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, irritability, lethargy, mood_swings, puffy_face_and_eyes, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, irritability, lethargy, mood_swings, puffy_face_and_eyes, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, fatigue, irritability, lethargy, mood_swings, puffy_face_and_eyes, swollen_extremeties","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hypothyroidism,"abnormal_menstruation, brittle_nails, depression, dizziness, enlarged_thyroid, fatigue, irritability, lethargy, mood_swings, puffy_face_and_eyes, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, fatigue, irritability, lethargy, puffy_face_and_eyes, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, fatigue, irritability, mood_swings, puffy_face_and_eyes, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, enlarged_thyroid, fatigue, irritability, lethargy, mood_swings, puffy_face_and_eyes, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, fatigue, irritability, lethargy, mood_swings, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hyperthyroidism,"abnormal_menstruation, diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, mood_swings, muscle_weakness, restlessness, sweating, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hyperthyroidism,"abnormal_menstruation, diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, mood_swings, muscle_weakness, restlessness, sweating, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hyperthyroidism,"abnormal_menstruation, diarrhoea, excessive_hunger, fast_heart_rate, irritability, mood_swings, muscle_weakness, restlessness, sweating, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hyperthyroidism,"abnormal_menstruation, diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hyperthyroidism,"abnormal_menstruation, diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, mood_swings, muscle_weakness, restlessness, sweating","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hyperthyroidism,"abnormal_menstruation, diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, mood_swings, muscle_weakness, sweating, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hyperthyroidism,"abnormal_menstruation, diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, mood_swings, muscle_weakness, restlessness, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hyperthyroidism,"abnormal_menstruation, excessive_hunger, fast_heart_rate, fatigue, irritability, mood_swings, muscle_weakness, restlessness, sweating, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hyperthyroidism,"abnormal_menstruation, diarrhoea, excessive_hunger, fatigue, irritability, mood_swings, muscle_weakness, restlessness, sweating, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hyperthyroidism,"abnormal_menstruation, diarrhoea, fast_heart_rate, fatigue, irritability, mood_swings, muscle_weakness, restlessness, sweating, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hypoglycemia,"anxiety, blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, palpitations, slurred_speech, sweating, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Hypoglycemia,"anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger, fatigue, headache, irritability, nausea, palpitations, slurred_speech, sweating, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Hypoglycemia,"anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger, fatigue, headache, irritability, nausea, palpitations, slurred_speech, sweating, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Hypoglycemia,"anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger, fatigue, headache, irritability, nausea, palpitations, slurred_speech, sweating","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Hypoglycemia,"anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger, headache, irritability, nausea, palpitations, slurred_speech, sweating, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Hypoglycemia,"blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger, fatigue, headache, irritability, nausea, palpitations, slurred_speech, sweating, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Hypoglycemia,"anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger, fatigue, headache, irritability, nausea, palpitations, slurred_speech, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Hypoglycemia,"anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger, fatigue, irritability, nausea, palpitations, slurred_speech, sweating, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Hypoglycemia,"anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger, fatigue, headache, irritability, palpitations, slurred_speech, sweating, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Hypoglycemia,"anxiety, drying_and_tingling_lips, excessive_hunger, fatigue, headache, irritability, nausea, palpitations, slurred_speech, sweating, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Osteoarthristis,"hip_joint_pain, joint_pain, knee_pain, neck_pain, painful_walking, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Osteoarthristis,"hip_joint_pain, joint_pain, knee_pain, neck_pain, painful_walking, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Osteoarthristis,"hip_joint_pain, knee_pain, neck_pain, painful_walking, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Osteoarthristis,"hip_joint_pain, joint_pain, knee_pain, painful_walking, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Osteoarthristis,"hip_joint_pain, joint_pain, neck_pain, painful_walking, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Osteoarthristis,"joint_pain, knee_pain, neck_pain, painful_walking, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Osteoarthristis,"hip_joint_pain, joint_pain, knee_pain, neck_pain, painful_walking","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Osteoarthristis,"hip_joint_pain, joint_pain, knee_pain, neck_pain, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Osteoarthristis,"hip_joint_pain, joint_pain, knee_pain, neck_pain, painful_walking, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Osteoarthristis,"hip_joint_pain, joint_pain, knee_pain, neck_pain, painful_walking, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Arthritis,"movement_stiffness, muscle_weakness, painful_walking, stiff_neck, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
Arthritis,"movement_stiffness, muscle_weakness, painful_walking, stiff_neck, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
Arthritis,"movement_stiffness, painful_walking, stiff_neck, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
Arthritis,"movement_stiffness, muscle_weakness, painful_walking, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
Arthritis,"movement_stiffness, muscle_weakness, painful_walking, stiff_neck","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
Arthritis,"muscle_weakness, painful_walking, stiff_neck, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
Arthritis,"movement_stiffness, muscle_weakness, painful_walking, stiff_neck, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
Arthritis,"movement_stiffness, muscle_weakness, painful_walking, stiff_neck, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
Arthritis,"movement_stiffness, muscle_weakness, painful_walking, stiff_neck, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
(Vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, spinning_movements, unsteadiness, vomiting","lie down, avoid sudden change in body, avoid abrupt head movment, relax",General Physician
(Vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, spinning_movements, unsteadiness, vomiting","lie down, avoid sudden change in body, avoid abrupt head movment, relax",General Physician
(Vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, spinning_movements, unsteadiness","lie down, avoid sudden change in body, avoid abrupt head movment, relax",General Physician
(Vertigo) Paroymsal  Positional Vertigo,"loss_of_balance, nausea, spinning_movements, unsteadiness, vomiting","lie down, avoid sudden change in body, avoid abrupt head movment, relax",General Physician
(Vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, spinning_movements, unsteadiness, vomiting","lie down, avoid sudden change in body, avoid abrupt head movment, relax",General Physician
(Vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, unsteadiness, vomiting","lie down, avoid sudden change in body, avoid abrupt head movment, relax",General Physician
(Vertigo) Paroymsal  Positional Vertigo,"headache, nausea, spinning_movements, unsteadiness, vomiting","lie down, avoid sudden change in body, avoid abrupt head movment, relax",General Physician
(Vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, spinning_movements, vomiting","lie down, avoid sudden change in body, avoid abrupt head movment, relax",General Physician
